|2000|,|1430708|,|C00000059|,|Hallmark Cards|,||,||,|  |,|     |,||,|C1400|,06/08/2000,1000.0,|C00341867|,,|C00341867|,|PI|,|J1200|,|A|,|M7 |,|P|,|20035983133|,|24K|,|C1400|,|PAC  |
|2000|,|0005060|,|C00000935|,|Earl Pomeroy for Congress|,||,||,|  |,|     |,||,|Z1200|,01/19/1999,10000.0,|C00000935|,|D|,|C00266619|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340610|,|18K|,|Z1200|,|PAC  |
|2000|,|0005061|,|C00000935|,|Earl Pomeroy for Congress|,||,||,|  |,|     |,||,|Z1200|,01/19/1999,10000.0,|C00000935|,|D|,|C00266619|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340610|,|18K|,|Z1200|,|PAC  |
|2000|,|0005062|,|C00000935|,|Ernst & Young|,||,||,|  |,|     |,||,|F5100|,01/29/1999,15000.0,|C00000935|,|D|,|C00227744|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340610|,|18K|,|F5100|,|PAC  |
|2000|,|0005067|,|C00000935|,|Kilpatrick for US Congress|,||,||,|  |,|     |,||,|Z1200|,01/22/1999,10000.0,|C00000935|,|D|,|C00317842|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340611|,|18K|,|Z1200|,|PAC  |
|2000|,|0005068|,|C00000935|,|Marine Engineers Retirees Group Fund|,||,||,|  |,|     |,||,|LT500|,01/28/1999,1000.0,|C00000935|,|D|,|C00003863|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340611|,|18K|,|LT500|,|PAC  |
|2000|,|0005069|,|C00000935|,|National Assn Retired Federal Employees|,||,||,|  |,|     |,||,|L1100|,01/28/1999,15000.0,|C00000935|,|D|,|C00091561|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340611|,|18K|,|L1100|,|PAC  |
|2000|,|0007236|,|C00000935|,|Democratic Congressional Campaign Cmte|,||,||,|  |,|     |,||,|Z5200|,01/14/1999,1500.0,|C00080572|,|D|,|C00080572|,|DP|,|Z4200|,|N|,|M2 |,|P|,|99034340671|,|24K|,|Z5200|,|PAC  |
|2000|,|0099007|,|C00000935|,|Akin, Gump et al|,||,||,|  |,|     |,||,|K1000|,05/28/1999,15000.0,|C00000935|,|D|,|C00104901|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|K1000|,|PAC  |
|2000|,|0099008|,|C00000935|,|American Academy of Otolaryngology|,||,||,|  |,|     |,||,|H1130|,05/28/1999,400.0,|C00000935|,|D|,|C00306449|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|H1130|,|PAC  |
|2000|,|0099009|,|C00000935|,|American Chiropractic Assn|,||,||,|  |,|     |,||,|H1500|,05/17/1999,400.0,|C00000935|,|D|,|C00102764|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|H1500|,|PAC  |
|2000|,|0099010|,|C00000935|,|Anthem Insurance|,||,||,|  |,|     |,||,|F3200|,05/12/1999,1000.0,|C00000935|,|D|,|C00198069|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|F3200|,|PAC  |
|2000|,|0099011|,|C00000935|,|Chicago Board of Trade|,||,||,|  |,|     |,||,|F2200|,05/20/1999,15000.0,|C00000935|,|D|,|C00059832|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|F2200|,|PAC  |
|2000|,|0099012|,|C00000935|,|Blumenauer for Congress|,||,||,|  |,|     |,||,|Z1200|,05/17/1999,10000.0,|C00000935|,|D|,|C00307314|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|Z1200|,|PAC  |
|2000|,|0099017|,|C00000935|,|ESOP Assn|,||,||,|  |,|     |,||,|F5500|,05/07/1999,1500.0,|C00000935|,|D|,|C00196089|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|F5500|,|PAC  |
|2000|,|0099018|,|C00000935|,|Excel Communications|,||,||,|  |,|     |,||,|C4200|,05/07/1999,400.0,|C00000935|,|D|,|C00340992|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|C4200|,|PAC  |
|2000|,|0099019|,|C00000935|,|Friends of Farr|,||,||,|  |,|     |,||,|Z1200|,05/12/1999,15000.0,|C00000935|,|D|,|C00290429|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|Z1200|,|PAC  |
|2000|,|0099020|,|C00000935|,|GenCorp Inc|,||,||,|  |,|     |,||,|D2000|,05/12/1999,1000.0,|C00000935|,|D|,|C00129122|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|D2000|,|PAC  |
|2000|,|0099021|,|C00000935|,|Independent Insurance Agents of America|,||,||,|  |,|     |,||,|F3100|,05/07/1999,15000.0,|C00000935|,|D|,|C00022343|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|F3100|,|PAC  |
|2000|,|0099022|,|C00000935|,|Jacobs Sverdrup|,||,||,|  |,|     |,||,|B4000|,05/24/1999,5000.0,|C00000935|,|D|,|C00142299|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|B4000|,|PAC  |
|2000|,|0099023|,|C00000935|,|Kind for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,05/28/1999,259.0,|C00000935|,|D|,|C00312017|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|Z1200|,|PAC  |
|2000|,|0099028|,|C00000935|,|Menendez for Congress|,||,||,|  |,|     |,||,|Z1200|,05/17/1999,20000.0,|C00000935|,|D|,|C00264564|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|Z1200|,|PAC  |
|2000|,|0099029|,|C00000935|,|ActionPAC|,||,||,|  |,|     |,||,|J5100|,05/28/1999,1000.0,|C00000935|,|D|,|C00251066|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|J5100|,|PAC  |
|2000|,|0099030|,|C00000935|,|National Assn of Retail Druggists|,||,||,|  |,|     |,||,|H1750|,05/12/1999,5000.0,|C00000935|,|D|,|C00030809|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|H1750|,|PAC  |
|2000|,|0099031|,|C00000935|,|Robb for the Senate|,||,||,|  |,|     |,||,|Z1200|,05/28/1999,456.0,|C00000935|,|D|,|C00221242|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|Z1200|,|PAC  |
|2000|,|0099032|,|C00000935|,|Service Employees International Union|,||,||,|  |,|     |,||,|LG500|,05/07/1999,15000.0,|C00000935|,|D|,|C00004036|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|LG500|,|PAC  |
|2000|,|0005070|,|C00000935|,|National Cmte/Preserve Social Security|,||,||,|  |,|     |,||,|J7200|,01/28/1999,7500.0,|C00000935|,|D|,|C00172296|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340611|,|18K|,|J7200|,|PAC  |
|2000|,|0005071|,|C00000935|,|American College of Emergency Physicians|,||,||,|  |,|     |,||,|H1100|,01/19/1999,5000.0,|C00000935|,|D|,|C00140061|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340611|,|18K|,|H1100|,|PAC  |
|2000|,|0005072|,|C00000935|,|Stenholm for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,01/19/1999,5000.0,|C00000935|,|D|,|C00081141|,|DP|,|Z5200|,|N|,|M2 |,|P|,|99034340611|,|18K|,|Z1200|,|PAC  |
|2000|,|0010739|,|C00000935|,|American Assn of Nurse Anesthetists|,||,||,|  |,|     |,||,|H1710|,02/18/1999,5000.0,|C00000935|,|D|,|C00173153|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|H1710|,|PAC  |
|2000|,|0010745|,|C00000935|,|Arnold & Porter|,||,||,|  |,|     |,||,|K1000|,02/25/1999,2500.0,|C00000935|,|D|,|C00216895|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|K1000|,|PAC  |
|2000|,|0010746|,|C00000935|,|Assn of Trial Lawyers of America|,||,||,|  |,|     |,||,|K1100|,02/25/1999,15000.0,|C00000935|,|D|,|C00024521|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|K1100|,|PAC  |
|2000|,|0010747|,|C00000935|,|BellSouth Corp|,||,||,|  |,|     |,||,|C4100|,02/25/1999,15000.0,|C00000935|,|D|,|C00174060|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|C4100|,|PAC  |
|2000|,|0010748|,|C00000935|,|Citigroup Inc|,||,||,|  |,|     |,||,|F1100|,02/25/1999,15000.0,|C00000935|,|D|,|C00316976|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|F1100|,|PAC  |
|2000|,|0010750|,|C00000935|,|Cmte for Quality Orthopedic Health Care|,||,||,|  |,|     |,||,|H1130|,02/26/1999,5000.0,|C00000935|,|D|,|C00210542|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|H1130|,|PAC  |
|2000|,|0010755|,|C00000935|,|Investment Co Institute|,||,||,|  |,|     |,||,|F2100|,02/18/1999,15000.0,|C00000935|,|D|,|C00105981|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|F2100|,|PAC  |
|2000|,|0010756|,|C00000935|,|Laborers Union|,||,||,|  |,|     |,||,|LB100|,02/25/1999,15000.0,|C00000935|,|D|,|C00007922|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|LB100|,|PAC  |
|2000|,|0010757|,|C00000935|,|ING America Life Corp|,||,||,|  |,|     |,||,|F3300|,02/26/1999,1000.0,|C00000935|,|D|,|C00184028|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|F3300|,|PAC  |
|2000|,|0010758|,|C00000935|,|McNulty for Congress|,||,||,|  |,|     |,||,|Z1200|,02/12/1999,10000.0,|C00000935|,|D|,|C00230417|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|Z1200|,|PAC  |
|2000|,|0010760|,|C00000935|,|National Cmte/Preserve Social Security|,||,||,|  |,|     |,||,|J7200|,02/26/1999,7500.0,|C00000935|,|D|,|C00172296|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|J7200|,|PAC  |
|2000|,|0010761|,|C00000935|,|National Education Assn|,||,||,|  |,|     |,||,|L1300|,02/05/1999,15000.0,|C00000935|,|D|,|C00003251|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|L1300|,|PAC  |
|2000|,|0010766|,|C00000935|,|Serrano for Congress|,||,||,|  |,|     |,||,|Z1200|,02/12/1999,343.0,|C00000935|,|D|,|C00240986|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|Z1200|,|PAC  |
|2000|,|0010767|,|C00000935|,|Sheet Metal Workers Union|,||,||,|  |,|     |,||,|LB100|,02/05/1999,15000.0,|C00000935|,|D|,|C00007542|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|LB100|,|PAC  |
|2000|,|0099033|,|C00000935|,|Skadden, Arps et al|,||,||,|  |,|     |,||,|K1000|,05/12/1999,1000.0,|C00000935|,|D|,|C00232629|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|K1000|,|PAC  |
|2000|,|0099034|,|C00000935|,|Ameritech Corp|,||,||,|  |,|     |,||,|C4100|,05/07/1999,3000.0,|C00000935|,|D|,|C00174763|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|C4100|,|PAC  |
|2000|,|0010740|,|C00000935|,|American Federation of Govt Employees|,||,||,|  |,|     |,||,|L1100|,02/12/1999,10000.0,|C00000935|,|D|,|C00009936|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|L1100|,|PAC  |
|2000|,|0010741|,|C00000935|,|American Airlines|,||,||,|  |,|     |,||,|T1100|,02/05/1999,5000.0,|C00000935|,|D|,|C00107300|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|T1100|,|PAC  |
|2000|,|0010742|,|C00000935|,|American Airlines|,||,||,|  |,|     |,||,|T1100|,02/25/1999,5000.0,|C00000935|,|D|,|C00107300|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|T1100|,|PAC  |
|2000|,|0010743|,|C00000935|,|American Society of Anesthesiologists|,||,||,|  |,|     |,||,|H1130|,02/05/1999,12000.0,|C00000935|,|D|,|C00255752|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|H1130|,|PAC  |
|2000|,|0010744|,|C00000935|,|American Society of Anesthesiologists|,||,||,|  |,|     |,||,|H1130|,02/05/1999,3000.0,|C00000935|,|D|,|C00255752|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|H1130|,|PAC  |
|2000|,|0010749|,|C00000935|,|Citizens for John Olver for Congress|,||,||,|  |,|     |,||,|Z1200|,02/18/1999,10000.0,|C00000935|,|D|,|C00250860|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380750|,|18K|,|Z1200|,|PAC  |
|2000|,|0010751|,|C00000935|,|Cooperative of American Physicians|,||,||,|  |,|     |,||,|H1100|,02/18/1999,1000.0,|C00000935|,|D|,|C00161604|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|H1100|,|PAC  |
|2000|,|0010752|,|C00000935|,|Costello for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,02/05/1999,5000.0,|C00000935|,|D|,|C00238444|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|Z1200|,|PAC  |
|2000|,|0010753|,|C00000935|,|EDS Corp|,||,||,|  |,|     |,||,|C5130|,02/05/1999,5000.0,|C00000935|,|D|,|C00111658|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|C5130|,|PAC  |
|2000|,|0010754|,|C00000935|,|International Assn of Fire Fighters|,||,||,|  |,|     |,||,|L1400|,02/25/1999,15000.0,|C00000935|,|D|,|C00029447|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|L1400|,|PAC  |
|2000|,|0010759|,|C00000935|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,02/26/1999,15000.0,|C00000935|,|D|,|C00000901|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380751|,|18K|,|B2000|,|PAC  |
|2000|,|0010762|,|C00000935|,|National Beer Wholesalers Assn|,||,||,|  |,|     |,||,|G2850|,02/05/1999,15000.0,|C00000935|,|D|,|C00144766|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|G2850|,|PAC  |
|2000|,|0010763|,|C00000935|,|Prostate Cancer Research PAC|,||,||,|  |,|     |,||,|H1130|,02/25/1999,1000.0,|C00000935|,|D|,|C00329979|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|H1130|,|PAC  |
|2000|,|0010768|,|C00000935|,|Tom Sawyer Cmte|,||,||,|  |,|     |,||,|Z1200|,02/25/1999,5000.0,|C00000935|,|D|,|C00203554|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|Z1200|,|PAC  |
|2000|,|0010769|,|C00000935|,|United Transportation Union|,||,||,|  |,|     |,||,|LT400|,02/12/1999,15000.0,|C00000935|,|D|,|C00001636|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|LT400|,|PAC  |
|2000|,|0010770|,|C00000935|,|United Parcel Service|,||,||,|  |,|     |,||,|T7100|,02/12/1999,5000.0,|C00000935|,|D|,|C00064766|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380753|,|18K|,|T7100|,|PAC  |
|2000|,|0010771|,|C00000935|,|United Parcel Service|,||,||,|  |,|     |,||,|T7100|,02/26/1999,10000.0,|C00000935|,|D|,|C00064766|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380753|,|18K|,|T7100|,|PAC  |
|2000|,|0099006|,|C00000935|,|National Rural Electric Cooperative Assn|,||,||,|  |,|     |,||,|E1610|,05/28/1999,15000.0,|C00000935|,|D|,|C00002972|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|E1610|,|PAC  |
|2000|,|0099013|,|C00000935|,|Boyd for Congress|,||,||,|  |,|     |,||,|Z1200|,05/24/1999,10000.0,|C00000935|,|D|,|C00310607|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|Z1200|,|PAC  |
|2000|,|0099014|,|C00000935|,|Cendant Corp|,||,||,|  |,|     |,||,|T9100|,05/28/1999,1000.0,|C00000935|,|D|,|C00335026|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|T9100|,|PAC  |
|2000|,|0099015|,|C00000935|,|Cummings for Congress Campaign Cmte|,||,||,|  |,|     |,||,|Z1200|,05/20/1999,3500.0,|C00000935|,|D|,|C00310318|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532450|,|18K|,|Z1200|,|PAC  |
|2000|,|0099016|,|C00000935|,|United Illuminating|,||,||,|  |,|     |,||,|E1600|,05/24/1999,1500.0,|C00000935|,|D|,|C00216341|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|E1600|,|PAC  |
|2000|,|0099024|,|C00000935|,|Machinists/Aerospace Workers Union|,||,||,|  |,|     |,||,|LM100|,05/28/1999,15000.0,|C00000935|,|D|,|C00002469|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|LM100|,|PAC  |
|2000|,|0099025|,|C00000935|,|Manufactured Housing Institute|,||,||,|  |,|     |,||,|B2400|,05/07/1999,5000.0,|C00000935|,|D|,|C00043463|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532451|,|18K|,|B2400|,|PAC  |
|2000|,|0099026|,|C00000935|,|BAE Systems North America|,||,||,|  |,|     |,||,|D2000|,05/17/1999,5000.0,|C00000935|,|D|,|C00281212|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|D2000|,|PAC  |
|2000|,|0099027|,|C00000935|,|Massachusetts Mutual Life Insurance|,||,||,|  |,|     |,||,|F3300|,05/20/1999,5000.0,|C00000935|,|D|,|C00118943|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|F3300|,|PAC  |
|2000|,|0099035|,|C00000935|,|Bond Market Assn|,||,||,|  |,|     |,||,|F2100|,05/20/1999,400.0,|C00000935|,|D|,|C00158980|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532452|,|18K|,|F2100|,|PAC  |
|2000|,|0099036|,|C00000935|,|National Treasury Employees Union|,||,||,|  |,|     |,||,|L1100|,05/20/1999,2000.0,|C00000935|,|D|,|C00107128|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532453|,|18K|,|L1100|,|PAC  |
|2000|,|0099037|,|C00000935|,|United Airlines|,||,||,|  |,|     |,||,|T1100|,05/17/1999,400.0,|C00000935|,|D|,|C00078261|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532453|,|18K|,|T1100|,|PAC  |
|2000|,|0099038|,|C00000935|,|Majority 2000|,||,||,|  |,|     |,||,|Z4200|,05/27/1999,150000.0,|C00000935|,|D|,|C00342527|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532454|,|18G|,|Z4200|,|PAC  |
|2000|,|0010764|,|C00000935|,|SBC Communications|,||,||,|  |,|     |,||,|C4100|,02/25/1999,15000.0,|C00000935|,|D|,|C00109017|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|C4100|,|PAC  |
|2000|,|0010765|,|C00000935|,|Seafarers International Union|,||,||,|  |,|     |,||,|LT500|,02/05/1999,15000.0,|C00000935|,|D|,|C00004325|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380752|,|18K|,|LT500|,|PAC  |
|2000|,|0010772|,|C00000935|,|Civil Justice for America|,||,||,|  |,|     |,||,|Z4200|,02/26/1999,525.0,|C00000935|,|D|,|C00339432|,|DP|,|Z5200|,|N|,|M3 |,|P|,|99034380754|,|18G|,|Z4200|,|PAC  |
|2000|,|0099076|,|C00000935|,|Kellogg Co|,||,||,|  |,|     |,||,|G2100|,05/27/1999,2500.0,|C00000935|,|D|,|C00039552|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532580|,|18J|,|G2100|,|PAC  |
|2000|,|0099751|,|C00000935|,|Democratic Congressional Campaign Cmte|,||,||,|MA|,|     |,||,|Z5200|,05/06/1999,20000.0,|C00089243|,|D|,|C00089243|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532528|,|24K|,|Z5200|,|PAC  |
|2000|,|0099752|,|C00000935|,|Democratic Congressional Campaign Cmte|,||,||,|RI|,|     |,||,|Z5200|,05/13/1999,6500.0,|C00136200|,|D|,|C00136200|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532528|,|24K|,|Z5200|,|PAC  |
|2000|,|0099753|,|C00000935|,|Democratic Congressional Campaign Cmte|,||,||,|TX|,|     |,||,|Z5200|,05/25/1999,7600.0,|C00099267|,|D|,|C00099267|,|DP|,|Z5200|,|N|,|M6 |,|P|,|99034532528|,|24K|,|Z5200|,|PAC  |
|2000|,|0013100|,|C00000935|,|Democratic Congressional Campaign Cmte|,||,||,|  |,|     |,||,|Z5200|,02/17/1999,800.0,|C00080572|,|D|,|C00080572|,|DP|,|Z4200|,|N|,|M3 |,|P|,|99034380822|,|24K|,|Z5200|,|PAC  |
|2000|,|0073197|,|C00000935|,|American Assn of Nurse Anesthetists|,||,||,|  |,|     |,||,|H1710|,03/10/1999,5000.0,|C00000935|,|D|,|C00173153|,|DP|,|Z5200|,|N|,|M4 |,|P|,|99034454503|,|18K|,|H1710|,|PAC  |
|2000|,|0073198|,|C00000935|,|American Assn of Nurse Anesthetists|,||,||,|  |,|     |,||,|H1710|,03/31/1999,5000.0,|C00000935|,|D|,|C00173153|,|DP|,|Z5200|,|N|,|M4 |,|P|,|99034454503|,|18K|,|H1710|,|PAC  |
|2000|,|0188937|,|C00000935|,|American Federation of Govt Employees|,||,||,|  |,|     |,||,|L1100|,06/30/1999,5000.0,|C00000935|,|D|,|C00009936|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|L1100|,|PAC  |
|2000|,|0188940|,|C00000935|,|American Bankers Assn|,||,||,|  |,|     |,||,|F1100|,06/30/1999,10000.0,|C00000935|,|D|,|C00004275|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|F1100|,|PAC  |
|2000|,|0188941|,|C00000935|,|American Crystal Sugar|,||,||,|  |,|     |,||,|A1200|,06/17/1999,3000.0,|C00000935|,|D|,|C00110338|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|A1200|,|PAC  |
|2000|,|0188942|,|C00000935|,|American Health Care Assn|,||,||,|  |,|     |,||,|H2200|,06/17/1999,2500.0,|C00000935|,|D|,|C00006080|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|H2200|,|PAC  |
|2000|,|0188938|,|C00000935|,|Allegheny Energy|,||,||,|  |,|     |,||,|E1600|,06/17/1999,5000.0,|C00000935|,|D|,|C00326579|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|E1600|,|PAC  |
|2000|,|0188939|,|C00000935|,|Amalgamated Transit Union|,||,||,|  |,|     |,||,|LT000|,06/24/1999,14000.0,|C00000935|,|D|,|C00032995|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|LT000|,|PAC  |
|2000|,|0188943|,|C00000935|,|American Health Care Assn|,||,||,|  |,|     |,||,|H2200|,06/30/1999,1000.0,|C00000935|,|D|,|C00006080|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|H2200|,|PAC  |
|2000|,|0188944|,|C00000935|,|American Maritime Officers|,||,||,|  |,|     |,||,|LT500|,06/24/1999,1000.0,|C00000935|,|D|,|C00027532|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|LT500|,|PAC  |
|2000|,|0188945|,|C00000935|,|American Moving & Storage Assn|,||,||,|  |,|     |,||,|T3100|,06/24/1999,1000.0,|C00000935|,|D|,|C00255257|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|T3100|,|PAC  |
|2000|,|0188946|,|C00000935|,|American Nurses Assn|,||,||,|  |,|     |,||,|H1710|,06/17/1999,15000.0,|C00000935|,|D|,|C00017525|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604246|,|18K|,|H1710|,|PAC  |
|2000|,|0188954|,|C00000935|,|Chubb Corp|,||,||,|  |,|     |,||,|F3400|,06/29/1999,6500.0,|C00000935|,|D|,|C00229203|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604247|,|18K|,|F3400|,|PAC  |
|2000|,|0188955|,|C00000935|,|General Motors|,||,||,|  |,|     |,||,|T2100|,06/18/1999,10000.0,|C00000935|,|D|,|C00076810|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604247|,|18K|,|T2100|,|PAC  |
|2000|,|0188956|,|C00000935|,|American Postal Workers Union|,||,||,|  |,|     |,||,|L1500|,06/10/1999,15000.0,|C00000935|,|D|,|C00010322|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604247|,|18K|,|L1500|,|PAC  |
|2000|,|0188957|,|C00000935|,|Cmte to Re-Elect Jack Brooks|,||,||,|  |,|     |,||,|Z1200|,06/17/1999,714.0,|C00000935|,|D|,|C00010553|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604247|,|18K|,|Z1200|,|PAC  |
|2000|,|0188960|,|C00000935|,|National Auto Dealers Assn|,||,||,|  |,|     |,||,|T2300|,06/10/1999,15000.0,|C00000935|,|D|,|C00040998|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604248|,|18K|,|T2300|,|PAC  |
|2000|,|0188965|,|C00000935|,|Fulbright & Jaworski|,||,||,|  |,|     |,||,|K1000|,06/17/1999,5000.0,|C00000935|,|D|,|C00149013|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604248|,|18K|,|K1000|,|PAC  |
|2000|,|0188966|,|C00000935|,|Holland & Knight|,||,||,|  |,|     |,||,|K1000|,06/25/1999,5000.0,|C00000935|,|D|,|C00171330|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604248|,|18K|,|K1000|,|PAC  |
|2000|,|0188967|,|C00000935|,|Human Rights Campaign|,||,||,|  |,|     |,||,|J7300|,06/30/1999,10000.0,|C00000935|,|D|,|C00235853|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604248|,|18K|,|J7300|,|PAC  |
|2000|,|0188968|,|C00000935|,|Independent Community Bankers of America|,||,||,|  |,|     |,||,|F1100|,06/30/1999,1000.0,|C00000935|,|D|,|C00032698|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604249|,|18K|,|F1100|,|PAC  |
|2000|,|0188970|,|C00000935|,|John Lewis for Congress|,||,||,|  |,|     |,||,|Z1200|,06/23/1999,20000.0,|C00000935|,|D|,|C00202416|,|DP|,|Z5200|,|N|,|M7 |,|P|,|99034604249|,|18K|,|Z1200|,|PAC  |
